id,不知道,不知道
70000280,《诺弗兰物语》运营团队,《诺弗兰物语》运营团队
70000282,萌萌哒运营团队,萌萌哒运营团队
70010000,序章,序章
70010001,工坊的初营业,工坊的初營業
70010010,第I章,第I章
70010011,诺弗兰的风,諾弗蘭的風
70010020,第II章,第II章
70010021,守护外的世界,守護外的世界
70010030,第III章,第III章
70010031,突然的危机,突然的危机
70010040,第IV章,第IV章
70010041,未完待续2,未完待續2
70010050,第V章,第V章
70010060,第VI章,第VI章
70010070,第VII章,第VII章
70010080,第VIII章,第VIII章
70010090,第IX章,第IX章
70010100,第X章,第X章
80000000,启程,啟程
80000001,成长第一步，炼金手账簿！,成長第一步，鍊金手賬簿！
80000010,成长之帆,成長之帆
80000011,向着更远前进。,向著更遠前進。
80000020,希望之舵,希望之舵
80000021,找到了真正的方向，摒弃犹豫的前进吧！,找到了真正的方向，摒棄猶豫的前進吧！
80000030,前行之桨,前行之槳
80000031,加速！加速！,加速！加速！
80000040,光芒的导向,光芒的導向
80000041,希望的灯塔在哪？也许答案就在这里。,希望的燈塔在哪？也許答案就在這裏。
80000050,休憩的浅滩,休憩的淺灘
80000051,安心地享受安宁吧。,安心地享受安寧吧。
80000060,更远的征程,更遠的征程
80000061,我们的目标是！,我們的目標是！
80000070,风雷闪电,風雷閃電
80000071,成长的苦难，就像是风雷闪电。,成長的苦難，就像是風雷閃電。
80000080,炼金师的航标,鍊金師的航標
80000081,成为了别人追逐的背影。,成为了别人追逐的背影。
80000090,宏伟之海,宏偉之海
80000091,旅途的终点，但不是成长的结束。,旅途的终点，但不是成长的结束。
80010000,炼金的见识,鍊金的見識
80010001,初次炼金，是否怀揣着好奇呢？,初次炼金，是否怀揣着好奇呢？
80010010,魔药的见识,魔藥的見識
80010011,炼金魔药五花八门，究竟怎么做成呢…,鍊金魔藥五花八門，究竟怎麼做成呢…
80010020,妖精的见识,妖精的見識
80010021,妖精们是魔女最好的伙伴！,妖精們是魔女最好的夥伴！
80010030,行商的见识,行商的見識
80010031,炼金与经营是密切相关的！,鍊金與經營是密切相關的！
80010040,工坊的见识,工坊的見識
80010041,经营工坊对你来说小菜一碟。,經營工坊對你來說小菜一碟。
80010050,初窥门径,初窺門徑
80010051,终于，你成为了一个合格的经营者。,終於，你成為了一個合格的經營者。
80010060,值得信任,值得信任
80010061,大家毫不顾忌的信任着你！,大家毫不顧忌的信任著你！
80010070,忙碌的友人,忙碌的友人
80010071,你看起来很忙呀…,你看起來很忙呀…
80010080,信赖的友人,信賴的友人
80010081,被大家信赖的感觉真好。,被大家信賴的感覺真好。
80010090,依靠的友人,依靠的友人
80010091,被大家依靠的感觉真好！,被大家依靠的感覺真好！
80020000,笨拙园丁,笨拙園丁
80020001,不要把自己搞得灰头土脸的啦。,不要把自己搞得灰头土脸的啦。
80020010,灰头土脸,灰頭土臉
80020011,你果然还是这样做了。,你果然還是這樣做了。
80020020,茁壮成长,茁壯成長
80020021,植物们都在成长，你也是。,植物們都在成長，你也是。
80020030,根正苗红,根正苗紅
80020031,你的照料让植物们十分高兴哦。,你的照料讓植物們十分高興哦。
80020040,栽培行家,栽培行家
80020041,行家啊~,行家啊~
80020050,植物的朋友,植物的朋友
80020051,世间百草，帕修姆尝了其中99种。,世间百草，帕修姆尝了其中99种。
80020060,草药学大师,草藥學大師
80020061,植物们不知道你的锅子是他们的归宿。,植物們不知道你的鍋子是他們的歸宿。
80020070,生命树之种,生命树之种
80020071,生根发芽，需要精心的培养。,生根发芽，需要精心的培养。
80020080,生命树之芽,生命树之芽
80020081,未来归未来，现在是现在。,未来归未来，现在是现在。
80020090,生命树之干,生命樹之幹
80020091,坚强与坚持，其实没什么差别。,坚强与坚持，其实没什么差别。
80020100,生命树之花,生命树之花
80020101,有一天，你让生命树绽放生机。,有一天，你让生命树绽放生机。
80020110,生命树之果,生命树之果
80020111,美丽在于看见，期待在于实现。,美丽在于看见，期待在于实现。
80020120,生命树之林,生命树之林
80020121,妖精戏于林中，山野花开。,妖精戏于林中，山野花开。
80020130,生命树之森,生命树之森
80020131,生机盎然，漫山遍野。,生机盎然，漫山遍野。
80020140,生命的呵护者,生命的呵护者
80020141,未曾见过的人，都在传颂你的名字。,未曾见过的人，都在传颂你的名字。
80020150,人间之美,人间之美
80020151,未曾见过的物，都在向往你的目光。,未曾见过的物，都在向往你的目光。
80020160,天国,天国
80020161,诺弗兰大陆，因你而美好。,诺弗兰大陆，因你而美好。
80030000,业余炼金师,業餘鍊金師
80030001,笨手笨脚，毛毛躁躁。,笨手笨腳，毛毛躁躁。
80030010,成熟炼金师,成熟鍊金師
80030011,也许你可以根据配方来制作了？,也許你可以根據配方來製作了？
80030020,知名炼金师,知名鍊金師
80030021,什么嘛，你还挺能干的嘛~,什麼嘛，你還挺能幹的嘛~
80030030,变废为宝,變廢為寶
80030031,修复，重构，你掌握了炼金第一要诀！,修復，重構，你掌握了鍊金第一要訣！
80030040,变宝为奇,變寶為奇
80030041,想象力才是最好的创造力！,想像力才是最好的創造力！
80030050,点金手,點金手
80030051,哇，快收起来！,哇，快收起來！
80030060,百无禁忌,百無禁忌
80030061,你什么都能做到，但依旧要保守底线。,你什麼都能做到，但依舊要保守底線。
80030070,无中生有,無中生有
80030071,什么？你从哪儿掏出来的？,什麼？你從哪兒掏出來的？
80030080,炼金术士,炼金术士
80030081,被敬仰的你。,被敬仰的你。
80030090,炼金术师,炼金术师
80030091,可以开学堂教课了。,可以开学堂教课了。
80030100,炼金大师,炼金大师
80030101,门庭若市，奢侈的烦恼。,门庭若市，奢侈的烦恼。
80030110,炼金宗师,炼金宗师
80030111,许多追随者都在期待你的注意。,许多追随者都在期待你的注意。
80030120,贤者,贤者
80030121,上次被称为贤者的…好像已经上天了？,上次被稱為賢者的…好像已經上天了？
80030130,大道的论证者,大道的论证者
80030131,这世上一切，都逃不过你的眼睛。,这世上一切，都逃不过你的眼睛。
80030140,技术的践行者,技术的践行者
80030141,物品，亦或是生命；变化，亦或是静止。,物品，亦或是生命；变化，亦或是静止。
80030150,天理的维系者,天理的维系者
80030151,太棒了，你完全理解了一切！,太棒了，你完全理解了一切！
80030160,造物主,造物主
80030161,世间万物，不过掌中。,世间万物，不过掌中。
80040000,可爱之人,可愛之人
80040001,妖精很喜欢你，你也很喜欢她们对吧？,妖精很喜歡你，你也很喜歡她們對吧？
80040010,被环绕之人,被環繞之人
80040011,妖精们总是围着你。,妖精們總是圍著你。
80040020,被信赖之人,被信賴之人
80040021,妖精们十分信赖你。,妖精們十分信賴你。
80040030,妖精信使,妖精信使
80040031,也许，妖精们会对你倾诉心意。,也許，妖精們會對你傾訴心意。
80040040,友谊魔法,友誼魔法
80040041,你和妖精被奇妙的魔法联系在一起！,你和妖精被奇妙的魔法聯繫在一起！
80040050,妖精的伙伴,妖精的夥伴
80040051,她们比信赖同类还信赖你！,她們比信賴同類還信賴你！
80040060,妖精庇护所,妖精庇護所
80040061,你的名声渐渐在妖精中传开了。,你的名声渐渐在妖精中传开了。
80040070,妖精游乐园,妖精遊樂園
80040071,那可不行，毕竟我们还要工作不是嘛。,那可不行，畢竟我們還要工作不是嘛。
80040080,妖精家园,妖精家園
80040081,好多妖精在你身边安了家。,好多妖精在你身邊安了家。
80040090,大妖精使,大妖精使
80040091,也许，你比妖精还懂妖精。,也許，你比妖精還懂妖精。
80050000,爱心人士,愛心人士
80050001,你顺手帮了他们。,你順手幫了他們。
80050010,大家的伙伴,大家的夥伴
80050011,你顺手解决了他们的麻烦。,你順手解決了他們的麻煩。
80050020,一个不漏,一個不漏
80050021,你顺…你完全解决了大家的麻烦。,你順…你完全解決了大家的麻煩。
80050030,不休不止,不休不止
80050031,但是麻烦来的总是比较快，不是吗？,但是麻煩來的總是比較快，不是嗎？
80050040,有求必应,有求必應
80050041,你是全能的吗？,你是全能的嗎？
80050050,万事屋老板,萬事屋老闆
80050051,工坊，万事屋？万事屋工坊！,工坊，萬事屋？萬事屋工坊！
80050060,多管“闲”事,多管“閑”事
80050061,也许，你已经在自找‘麻烦’了。,也許，你已經在自找‘麻煩’了。
80050070,排忧解难,排憂解難
80050071,你消灭了困难！,你消滅了困難！
80050080,被歌颂之人,被歌頌之人
80050081,大家会歌颂你！,大家會歌頌你！
80050090,代行者,代行者
80050091,有传言称，你就是神在人间的代行者。,有传言称，你就是神在人间的代行者。
80050100,圣徒,圣徒
80050101,人们无法相信，以至于将你和教会绑定。,人们无法相信，以至于将你和教会绑定。
80050110,圣人,圣人
80050111,或许在别人眼里，你的身边正闪着光。,或许在别人眼里，你的身边正闪着光。
80050120,圣者,圣者
80050121,渐渐脱离了人类的范畴……,渐渐脱离了人类的范畴……
80050130,圣使,圣使
80050131,马上就脱离人类的范畴……,马上就脱离人类的范畴……
80050140,天使,天使
80050141,完全脱离了人类的范畴……,完全脱离了人类的范畴……
80050150,永恒,永恒
80050151,你已经成为了一种精神。,你已经成为了一种精神。
80050160,神明,神明
80050161,也许教会该改名了…,也許教會該改名了…
90000001,关系,關係
90000011,友 好,友 好
90000021,敌 对,敵 對
90000031,参与阵营,參與陣營
90000041,选择之下...,選擇之下...
90000051,2020年11月12日,2020年11月12日
90000061,历史记录,歷史記錄
90000071,诺弗兰的历史将由大家来书写,諾弗蘭的歷史將由大家來書寫
90000081,人物传记,人物傳記
90000091,大陆地理,大陸地理
90000101,中心点,中心點
90000111,已领取,已領取
90000121,携 带,攜 帶
90000131,请指派妖精,請指派妖精
90000141,1,1
90000151,携带上限由队伍采集力决定,攜帶上限由隊伍採集力決定
90000161,少量,少量
90000171,13,13
90000181,限时掉落,限時掉落
90000191,额外发现！,額外發現！
90000201,盛产,盛產
90000211,等       级,等       級
90000221,无,無
90000231,当前环境,當前環境
90000241,派遣栏位,派遣欄位
90000251,可能掉落,可能掉落
90000261,…,…
90000271,升至下一级,升至下一級
90000281,升 级,升 級
90000291,栏位增加：,欄位增加：
90000301,已达满级,已達滿級
90000311,加 速,加 速
90000321,取 消,取 消
90000331,预计时间：,預計時間：
90000341,详情,詳情
90000351,确  定,確  定
90000361,建 造,建 造
90000371,开 始 喂 食,開 始 喂 食
90000381,拒 绝,拒 絕
90000391,诺弗兰大陆,諾弗蘭大陸
90000411,一键领取,一鍵領取
90000421,分 享,分 享
90000431,你还没有任何一只妖精,你還沒有任何一只妖精
90000441,前往召唤,前往召喚
90000471,I,I
90000481,"太好了，居然在这
里看到这种材料！","太好了，居然在這
裏看到這種材料！"
90000491,日 常,日 常
90000501,幸运值,幸運值
90000521,专属,專屬
90000541,会获得,會獲得
90000551,需要做,需要做
90000561,接  受,接  受
90000571,前 往,前 往
90000581,物品名字六字,物品名字六字
90000591,预 览,預 覽
90000601,炼金区的午间系列换装。,鍊金區的午間系列換裝。
90000611,出 售,出 售
90000621,获 取 途 径,獲 取 途 徑
90000631,当前没有相关公告,當前沒有相關公告
90000641,我知道了,我知道了
90000651,公 告,公 告
90000661,获 得 物 品,獲 得 物 品
90000671,炼 金 结 果,鍊 金 結 果
90000681,点击任意处继续,點擊任意處繼續
90000691,确 定,確 定
90000701,今日不再提醒,今日不再提醒
90000711,获取途径,獲取途徑
90000721,Package,Package
90000731,次数,次數
90000741,点击输入命令,點擊輸入命令
90000761,完美,完美
90000771,午间系列,午間系列
